ID,Economy,Code,Region,Income group,WBL Report Year,WBL INDEX,MOBILITY,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman choose where to live in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can women work the same night hours as men?,Can women work in jobs deemed dangerous in the same way as men?,Are women able to work in the same industries as men?,MARRIAGE,Is there no legal provision that requires a married woman to obey her husband?,"Can a woman be ""head of household"" or ""head of family"" in the same way as a man?",Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Is there paid parental leave?,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,Does the law prohibit discrimination in access to credit based on gender?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do female and male surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Are the ages at which men and women can retire with full pension benefits equal?,Are the ages at which men and women can retire with partial pension benefits equal?,Is the mandatory retirement age for men and women equal?,Are periods of absence from work due to childcare accounted for in pension benefits?
MNG2007,Mongolia,MNG,East Asia & Pacific,Lower middle income,2007,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2008,Mongolia,MNG,East Asia & Pacific,Lower middle income,2008,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2009,Mongolia,MNG,East Asia & Pacific,Lower middle income,2009,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2010,Mongolia,MNG,East Asia & Pacific,Lower middle income,2010,70.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2011,Mongolia,MNG,East Asia & Pacific,Lower middle income,2011,70.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2012,Mongolia,MNG,East Asia & Pacific,Lower middle income,2012,80,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2013,Mongolia,MNG,East Asia & Pacific,Lower middle income,2013,80,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2014,Mongolia,MNG,East Asia & Pacific,Lower middle income,2014,80,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2015,Mongolia,MNG,East Asia & Pacific,Lower middle income,2015,80,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2016,Mongolia,MNG,East Asia & Pacific,Lower middle income,2016,80,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2017,Mongolia,MNG,East Asia & Pacific,Lower middle income,2017,80,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2018,Mongolia,MNG,East Asia & Pacific,Lower middle income,2018,82.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2019,Mongolia,MNG,East Asia & Pacific,Lower middle income,2019,82.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MNG2020,Mongolia,MNG,East Asia & Pacific,Lower middle income,2020,82.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1971,Mozambique,MOZ,Sub-Saharan Africa,Low income,1971,33.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1972,Mozambique,MOZ,Sub-Saharan Africa,Low income,1972,33.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1973,Mozambique,MOZ,Sub-Saharan Africa,Low income,1973,33.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1974,Mozambique,MOZ,Sub-Saharan Africa,Low income,1974,33.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1975,Mozambique,MOZ,Sub-Saharan Africa,Low income,1975,33.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1976,Mozambique,MOZ,Sub-Saharan Africa,Low income,1976,33.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1977,Mozambique,MOZ,Sub-Saharan Africa,Low income,1977,33.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1978,Mozambique,MOZ,Sub-Saharan Africa,Low income,1978,33.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1979,Mozambique,MOZ,Sub-Saharan Africa,Low income,1979,36.3,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1980,Mozambique,MOZ,Sub-Saharan Africa,Low income,1980,36.3,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1981,Mozambique,MOZ,Sub-Saharan Africa,Low income,1981,36.3,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1982,Mozambique,MOZ,Sub-Saharan Africa,Low income,1982,36.3,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1983,Mozambique,MOZ,Sub-Saharan Africa,Low income,1983,36.3,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1984,Mozambique,MOZ,Sub-Saharan Africa,Low income,1984,36.3,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1985,Mozambique,MOZ,Sub-Saharan Africa,Low income,1985,36.3,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1986,Mozambique,MOZ,Sub-Saharan Africa,Low income,1986,36.3,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
MOZ1987,Mozambique,MOZ,Sub-Saharan Africa,Low income,1987,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ1988,Mozambique,MOZ,Sub-Saharan Africa,Low income,1988,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ1989,Mozambique,MOZ,Sub-Saharan Africa,Low income,1989,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ1990,Mozambique,MOZ,Sub-Saharan Africa,Low income,1990,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ1991,Mozambique,MOZ,Sub-Saharan Africa,Low income,1991,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ1992,Mozambique,MOZ,Sub-Saharan Africa,Low income,1992,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ1993,Mozambique,MOZ,Sub-Saharan Africa,Low income,1993,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ1994,Mozambique,MOZ,Sub-Saharan Africa,Low income,1994,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ1995,Mozambique,MOZ,Sub-Saharan Africa,Low income,1995,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ1996,Mozambique,MOZ,Sub-Saharan Africa,Low income,1996,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ1997,Mozambique,MOZ,Sub-Saharan Africa,Low income,1997,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ1998,Mozambique,MOZ,Sub-Saharan Africa,Low income,1998,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ1999,Mozambique,MOZ,Sub-Saharan Africa,Low income,1999,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ2000,Mozambique,MOZ,Sub-Saharan Africa,Low income,2000,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ2001,Mozambique,MOZ,Sub-Saharan Africa,Low income,2001,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ2002,Mozambique,MOZ,Sub-Saharan Africa,Low income,2002,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ2003,Mozambique,MOZ,Sub-Saharan Africa,Low income,2003,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ2004,Mozambique,MOZ,Sub-Saharan Africa,Low income,2004,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ2005,Mozambique,MOZ,Sub-Saharan Africa,Low income,2005,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,No,No,No,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ2006,Mozambique,MOZ,Sub-Saharan Africa,Low income,2006,56.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,No,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ2007,Mozambique,MOZ,Sub-Saharan Africa,Low income,2007,56.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,No,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ2008,Mozambique,MOZ,Sub-Saharan Africa,Low income,2008,56.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,No,Yes,60,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
MOZ2009,Mozambique,MOZ,Sub-Saharan Africa,Low income,2009,74.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,60,Yes,Yes,No,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes
MOZ2010,Mozambique,MOZ,Sub-Saharan Africa,Low income,2010,74.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,60,Yes,Yes,No,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes
MOZ2011,Mozambique,MOZ,Sub-Saharan Africa,Low income,2011,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes
MOZ2012,Mozambique,MOZ,Sub-Saharan Africa,Low income,2012,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes
MOZ2013,Mozambique,MOZ,Sub-Saharan Africa,Low income,2013,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes
MOZ2014,Mozambique,MOZ,Sub-Saharan Africa,Low income,2014,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes
MOZ2015,Mozambique,MOZ,Sub-Saharan Africa,Low income,2015,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes
MOZ2016,Mozambique,MOZ,Sub-Saharan Africa,Low income,2016,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes
MOZ2017,Mozambique,MOZ,Sub-Saharan Africa,Low income,2017,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes
MOZ2018,Mozambique,MOZ,Sub-Saharan Africa,Low income,2018,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes
MOZ2019,Mozambique,MOZ,Sub-Saharan Africa,Low income,2019,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes
MOZ2020,Mozambique,MOZ,Sub-Saharan Africa,Low income,2020,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes
MRT1971,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1971,36.9,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1972,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1972,36.9,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1973,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1973,36.9,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1974,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1974,36.9,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1975,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1975,36.9,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1976,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1976,36.9,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1977,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1977,36.9,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1978,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1978,36.9,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1979,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1979,36.9,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1980,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1980,36.9,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1981,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1981,33.8,100,Yes,Yes,Yes,Yes,0,No,No,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1982,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1982,33.8,100,Yes,Yes,Yes,Yes,0,No,No,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1983,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1983,33.8,100,Yes,Yes,Yes,Yes,0,No,No,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1984,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1984,33.8,100,Yes,Yes,Yes,Yes,0,No,No,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1985,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1985,33.8,100,Yes,Yes,Yes,Yes,0,No,No,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1986,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1986,33.8,100,Yes,Yes,Yes,Yes,0,No,No,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
MRT1987,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1987,33.8,100,Yes,Yes,Yes,Yes,0,No,No,No,No,25,No,Yes,No,No,0,No,No,No,No,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,0,No,No,No,No,No,50,No,Yes,No,Yes
